title,released_year,duration,genre,description,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Ratings,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,api_error,totalSeasons,imageid,format
Housefull 4                              ,2019,2h 15m  ,Comedy         ,"A set of six lovers had to part ways in 1419. Six centuries later, they meet again only to realise that they are marrying the wrong partners. Old villains and a series of mishaps turn this reincarnation drama into a comedy of errors.",Not Rated,25 Oct 2019,145 min,"Action, Comedy, Drama",Farhad Samji,"Tasha Bhambra, Sara Bodinar, Tushar Hiranandani","Akshay Kumar, Riteish Deshmukh, Bobby Deol","In 1419 Sitamgarh, 3 couples are parted away due to an evil conspiracy. 600 hundred years later in 2019 in London, the couples's reincarnations meet again but this time each one of them is marrying the wrong person. How they come to realize about their true love is what forms the crux of the story.",Hindi,India,5 wins & 2 nominations,https://m.media-amazon.com/images/M/MV5BOGY4N2IwNmItMDFmNS00YzM0LWI0MjctYTU1MmVhZTZmNTg1XkEyXkFqcGc@._V1_SX300.jpg,"[{""Source"": ""Internet Movie Database"", ""Value"": ""3.6/10""}, {""Source"": ""Rotten Tomatoes"", ""Value"": ""33%""}]",N/A,3.6,"14,640",tt7721946,movie,N/A,"$2,109,160",N/A,N/A,,,0375,jpg
Vinaya Vidheya Rama                      ,2019,2h 7m   ,Action         ,"Ram, a righteous man, who is devoted to his foster brothers, finds his life falling apart when a cruel dictator targets his peace-loving family.",Not Rated,10 Jan 2019,146 min,"Action, Drama",Boyapati Srinu,"Ali Lucknowi, M. Rathnam, Boyapati Srinu","Ram Charan, Vivek Oberoi, Kiara Advani","When the happiness of his family is held to ransom by a violent crime lord, Ram sets out on a quest to destroy his nemesis and his criminal empire.",Telugu,India,2 nominations total,https://m.media-amazon.com/images/M/MV5BZmM0NGVjOTctNDhlOC00ZTU1LWE1OTItYjcyYWIwYzUzNDJhXkEyXkFqcGc@._V1_SX300.jpg,"[{""Source"": ""Internet Movie Database"", ""Value"": ""3.3/10""}, {""Source"": ""Rotten Tomatoes"", ""Value"": ""0%""}]",N/A,3.3,"4,605",tt8361196,movie,N/A,N/A,N/A,N/A,,,0376,jpg
June                                     ,2019,2h 14m  ,Drama          ,"Sixteen-year-old, June Sara Joy feels that she lacks any special talent. Here's her story of blossoming into an independent young woman.",Not Rated,15 Mar 2019,141 min,"Drama, Family, Musical",Ahammed Khabeer,"Ahammed Khabeer, Ahammed Khabeer, Jeevan Baby Mathew","Rajisha Vijayan, Sarjano Khalid, Joju George","The life story of a girl named June from 16 years of her age until she turned 26, thereby giving an insight into those ten years of her life.","Malayalam, Tamil, Telugu",India,3 nominations,https://m.media-amazon.com/images/M/MV5BMjgzZTA1MTctNmRlYy00NTFkLTk4MGUtNmIzZTE2ZjY4ODljXkEyXkFqcGc@._V1_SX300.jpg,"[{""Source"": ""Internet Movie Database"", ""Value"": ""7.4/10""}]",N/A,7.4,"2,289",tt8638640,movie,N/A,N/A,N/A,N/A,,,0377,jpg
India’s Most Wanted                      ,2019,2h 1m   ,Action         ,"Five ordinary men, one global terrorist, witness India's biggest manhunt operation in this film inspired by true events.",Not Rated,24 May 2019,123 min,"Action, Adventure, Thriller",Raj Kumar Gupta,Raj Kumar Gupta,"Arjun Kapoor, Sudev Nair, Preet Bhullar",India's Most Wanted is a Bollywood action thriller film directed by Raj Kumar Gupta and starring Arjun Kapoor. The film is about tracking a terrorist in a secret mission and arresting him without firing bullets. It pays tribute to unsung heroes of our society.,Hindi,India,N/A,https://m.media-amazon.com/images/M/MV5BY2UxYjU1NDgtMDdkNi00NWI0LTgxMmQtY2Q1YThjMmUyODMwXkEyXkFqcGdeQXVyOTAzMTc2MjA@._V1_SX300.jpg,"[{""Source"": ""Internet Movie Database"", ""Value"": ""4.7/10""}, {""Source"": ""Rotten Tomatoes"", ""Value"": ""22%""}]",N/A,4.7,"2,390",tt8484942,movie,N/A,"$176,858",N/A,N/A,,,0378,
Viswasam                                 ,2019,2h 24m  ,Action         ,"Village head Veeraraju takes on his enemies to protect his daughter, who has been separated from him by his wife. Will this fight end in a reunion?",Not Rated,10 Jan 2019,153 min,"Action, Drama",Siva,"Siva, G. Adi Narayana, Manikandan K.","Ajith Kumar, Nayanthara, Jagapathi Babu","Thooku Durai is a charismatic village chieftain who settles disputes in his native strikes fear in the heart of his enemies. Disturbed by his involvement into feuds, Niranjana, his wife takes their daughter, Swetha and leaves him which changes his life.",Tamil,India,11 wins & 5 nominations total,https://m.media-amazon.com/images/M/MV5BY2EzNDUxODktMDIzNC00ZGFiLTk5NTItMTk3MDIyNjMxZTZlXkEyXkFqcGc@._V1_SX300.jpg,"[{""Source"": ""Internet Movie Database"", ""Value"": ""6.5/10""}, {""Source"": ""Rotten Tomatoes"", ""Value"": ""60%""}]",N/A,6.5,"10,911",tt7725626,movie,N/A,N/A,N/A,N/A,,,0379,jpg
Tenali Ramakrishna BA BL                 ,2019,2h      ,Drama          ,"Small-time lawyer Tenali Ramakrishna will do anything to make money, even lose a case on purpose. But then he takes up a case that changes his life forever.",N/A,15 Nov 2019,128 min,"Action, Comedy, Drama",G. Nageswara Reddy,"Rajasimha Tadinada, G. Nageswara Reddy, Vikramraj","Sundeep Kishan, Vennela Kishore, Hansika Motwani","Tenali ramakrishna is an aspiring lawyer who looks for a life changing case take up in his career. He falls in love with Rukmini ""Hansika Motwani"". She is daughter of chakravarthi ""Murali sharma"". Chakravarthi is a well known criminal lawyer who takes up a murder case of Varalakshmi, instead of defending varalakshmi he joins hands with the opposition and conspires to convict her. Tenali finds out about this conspiracy and rest of movie is all about how he gets Varalakshmi out of the case.",Telugu,India,N/A,https://m.media-amazon.com/images/M/MV5BYTYxOTBlYmYtNGQ5Ny00OGQyLWE5NWEtNjRjZjAwNWI0ODMxXkEyXkFqcGc@._V1_SX300.jpg,"[{""Source"": ""Internet Movie Database"", ""Value"": ""4.9/10""}]",N/A,4.9,329,tt11023720,movie,N/A,N/A,N/A,N/A,,,0380,jpg
Ungalukkaga Oruvan                       ,2019,2h 58m  ,Action         ,"When a software company CEO, Rishi, returns to India and reunites with his former classmate, little does he know that things are way worse than they look.",,,,,,,,,,,,,,,,,,,,,,,Movie not found!,,0381,
Venky Mama                               ,2019,2h 21m  ,Action         ,"In an attempt to spruce up each other's love lives, an uncle-nephew duo realise they will have to part ways to stay alive. What will they do next?",Not Rated,13 Dec 2019,149 min,"Action, Comedy, Drama",K.S. Ravindra,"Janardhana Maharshi, Srikanth Vissa, K.S. Ravindra","Raashi Khanna, Naga Chaitanya Akkineni, Payal Rajput",A story of nephew and a son which revolves around their emotions and village drama and army based story.,Telugu,India,N/A,https://m.media-amazon.com/images/M/MV5BMjA1ZWYwYmItZDM4OS00M2M5LWFkNDItNThjNjY1OTU3Mjc2XkEyXkFqcGc@._V1_SX300.jpg,"[{""Source"": ""Internet Movie Database"", ""Value"": ""5.4/10""}]",N/A,5.4,"1,532",tt9564774,movie,N/A,N/A,N/A,N/A,,,0382,jpg
Sweater                                  ,2019,1h 50m  ,Drama          ,"After facing multiple rejections, Tuku agrees to learn knitting at the insistence of a prospective mother-in-law, only to rediscover her life and relationships.",N/A,29 Mar 2019,118 min,Drama,Shiladitya Moulik,"Shiladitya Moulik, Joeeta Sengupta","Imtiaj Haque, Farhan Imroze, June Malia","Tuku has always believed that she is an unremarkable girl lacking any special talent. Her father wants to get her married, but her unassuming nature leads to a lot of rejections. Eventually, a respected family from Kolkata agree to an alliance, but upon one strange condition: the would-be bride should know how to knit a sweater. Tuku is sent to a relative's house to learn knitting, but here, she undergoes a transformation courtesy of the interesting friends she makes and Shammo, the impressionist she falls in love with. Will a reformed Tuku be confident enough to stand up for herself?",Bengali,India,1 win & 3 nominations,https://m.media-amazon.com/images/M/MV5BYzg1YjA4YmEtMWM0OC00OTRlLWEwY2YtOTNhZTY2ZDUzZWE0XkEyXkFqcGdeQXVyMzIyNjk4ODY@._V1_SX300.jpg,"[{""Source"": ""Internet Movie Database"", ""Value"": ""7.2/10""}]",N/A,7.2,938,tt10080924,movie,N/A,N/A,N/A,N/A,,,0383,
Raju Gari Gadhi 3                        ,2019,1h 58m  ,Horror         ,A loving couple's joy is short-lived when they feel the presence of an unknown spirit in their life. Their adventure begins when they decide to fight back.,N/A,18 Oct 2019,122 min,"Comedy, Horror, Thriller",Omkar,"Sai Madhav Burra, Rishabh Purohit","Ashwin Babu, Avika Gor, Urvashi","An unknown spirit guards Maya against any possible threats from eve-teasers and Don Juans. But what happens when true love flourishes between Maya and Ashwin Babu, and the spirit isn't all too happy about it?",Telugu,India,N/A,https://m.media-amazon.com/images/M/MV5BYmUxZjdkN2YtY2Q2OS00OTNjLWIyZmUtOWJiNzQ3MTI5MGYwXkEyXkFqcGc@._V1_SX300.jpg,"[{""Source"": ""Internet Movie Database"", ""Value"": ""5.5/10""}]",N/A,5.5,587,tt10975452,movie,N/A,N/A,N/A,N/A,,,0384,jpg
De De Pyaar De                           ,2019,2h 14m  ,Comedy         ,"50-year-old Ashish has fallen in love with Ayesha, who is half his age. Their romance turns into a comedy, when he takes her to meet his parents and ex-wife.",Not Rated,17 May 2019,135 min,"Comedy, Drama, Romance",Akiv Ali,"Surabhi Bhatnagar, Tarun Jain, Luv Ranjan","Ajay Devgn, Tabu, Rakul Preet Singh","a 50 year old Aashish living London away from his family fro many years,He falls in love with a 26 year Ayesha.Thou officially not divorced from his first wife Manju.Aashish wants her permission to get married to Ayesha.Upon reaching his house in India ,Ayesha finds that Aashish kids are of the same age as her.Aashish introduces Ayesha as his secretary to his family,he also finds that his daughter is about to get married and VK whose become close family friend is trying to woo her Manju.",Hindi,India,2 nominations,https://m.media-amazon.com/images/M/MV5BNmU4ZDNmOGQtNzUxMC00MmJkLWE5MDYtZTA4NTNiOTk3OTAwXkEyXkFqcGc@._V1_SX300.jpg,"[{""Source"": ""Internet Movie Database"", ""Value"": ""6.5/10""}, {""Source"": ""Rotten Tomatoes"", ""Value"": ""21%""}]",N/A,6.5,"9,205",tt8647400,movie,N/A,"$425,934",N/A,N/A,,,0385,jpg
Dombivli Return                          ,2019,1h 54m  ,Thriller       ,An honest man from a humble background stumbles upon a photograph that can either be an opportunity of a lifetime or be the end of him. What will he choose?,N/A,22 Feb 2019,129 min,"Drama, Thriller",Mahendra Teredesai,Mahendra Teredesai,"Sandeep Kulkarni, Rajeshwari Sachdev, Amol Parashar",Anant Velankar is an honest government officer working in Mantralaya who has never taken bribe.He has a respectful life with is family wife Ujwala and daughter Antra.He commutes daily for work from Dombivali to CST a route more then a hour and admires his boss Dadasaheb but suddenly comes across a photograph of him killing someone which is the only proof the murder.Now the ball is in Anant's court how to deal with the situation weather to revel the truth in front of everyone or blackmail Dadasaheb.,Hindi,India,1 win,https://m.media-amazon.com/images/M/MV5BMmIwYTc3YTAtNzBiMy00YWM1LWFhMDctMDUxODA3MGE5NWI2XkEyXkFqcGdeQXVyOTA2NzE1NTI@._V1_SX300.jpg,"[{""Source"": ""Internet Movie Database"", ""Value"": ""5.0/10""}]",N/A,5.0,85,tt3798718,movie,N/A,N/A,N/A,N/A,,,0386,
Dear Comrade                             ,2019,2h 47m  ,Romance        ,"Rebel without a cause Bobby constantly gets into fights because of his temper. However, he meets his match when he comes across state-level cricketer Lilly.",Not Rated,26 Jul 2019,169 min,"Action, Drama, Romance",Bharat Kamma,"Bharat Kamma, Jay Krishna, Gautam Siddhartha","Vijay Deverakonda, Rashmika Mandanna, Raj Arjun",A hot-blooded student union leader falls for a state-level cricketer but his anger management issues and violent streak threatens to derail their love story.,Telugu,India,3 wins & 2 nominations total,https://m.media-amazon.com/images/M/MV5BYTE1YTgxYWUtMjZlMS00ZWEzLWI1MGMtOWRmZTQ5NjM0NGVhXkEyXkFqcGc@._V1_SX300.jpg,"[{""Source"": ""Internet Movie Database"", ""Value"": ""7.3/10""}]",N/A,7.3,"10,755",tt8388508,movie,N/A,N/A,N/A,N/A,,,0387,jpg
Comali                                   ,2019,2h 21m  ,Comedy         ,A happy-go-lucky Ravi meets with an accident that puts him in a coma for 16 years. Hell breaks loose when he wakes up in the 21st century!,Not Rated,14 Aug 2019,143 min,Comedy,Pradeep Ranganathan,"Rishabh Purohit, Pradeep Ranganathan","Jayam Ravi, Kajal Aggarwal, Yogi Babu","After waking up from a coma which stretches for 16 years, The protagonist Jeyam Ravi has difficulties and challenges adjusting to the current era. The Movie basically showcases the Changes of era from 90s to present era. The movie will show how the hero battles with the changes he sees from the time he got into coma.",Tamil,India,2 wins & 2 nominations,https://m.media-amazon.com/images/M/MV5BYzZkOWZkOGEtNDQ3Ny00ZjNiLTk0MGQtNWU0ZDViYzA2ZGYzXkEyXkFqcGc@._V1_SX300.jpg,"[{""Source"": ""Internet Movie Database"", ""Value"": ""6.9/10""}]",N/A,6.9,"4,150",tt10711648,movie,N/A,N/A,N/A,N/A,,,0388,jpg
Chhichhore                               ,2019,2h 23m  ,Drama          ,"Divided by time, united by a tragic incident. In a bittersweet reunion, seven middle-aged friends take a walk down the memory lane at the least expected place.",Not Rated,06 Sep 2019,143 min,"Comedy, Drama, Romance",Nitesh Tiwari,"Piyush Gupta, Nikhil Mehrotra, Nitesh Tiwari","Sushant Singh Rajput, Shraddha Kapoor, Varun Sharma","The setup was within 1990's till present where Anni, a divorcee used his past experience in overcoming challenges of being a loser in college where he met His Wife, Maya and his Losers friends, Saxa, Mummy, Acid, Derek and Bevda. His shares past experience to his son, Raghav who struggles with being failed at getting an offer to college despite being an excellent student.",Hindi,India,5 wins & 21 nominations total,https://m.media-amazon.com/images/M/MV5BODgwYWE2MGEtYTMwYi00NTg5LWEzOWYtNTFiZDc4NWMzODcyXkEyXkFqcGc@._V1_SX300.jpg,"[{""Source"": ""Internet Movie Database"", ""Value"": ""8.3/10""}, {""Source"": ""Rotten Tomatoes"", ""Value"": ""58%""}]",N/A,8.3,"70,415",tt9052870,movie,N/A,"$2,004,400",N/A,N/A,,,0389,jpg
Bala                                     ,2019,2h 13m  ,Comedy         ,"Balmukund Shukla's pride lies in his hair, but premature baldness robs him of more than just his looks. With love at stake, will he have a 'hairy'-tale ending?",Not Rated,07 Nov 2019,133 min,Comedy,Amar Kaushik,"Niren Bhatt, Parth Gadhavi, Ravi Shankar Muppa","Ayushmann Khurrana, Bhumi Pednekar, Yami Gautam",It tells the story of a man who is balding prematurely and how he copes up with the situation.,Hindi,India,5 wins & 12 nominations,https://m.media-amazon.com/images/M/MV5BM2FlODNjNDgtMDg3OS00ZDM3LTk1ODMtOTUxNDliZjBiMzdhXkEyXkFqcGc@._V1_SX300.jpg,"[{""Source"": ""Internet Movie Database"", ""Value"": ""7.3/10""}, {""Source"": ""Rotten Tomatoes"", ""Value"": ""77%""}]",N/A,7.3,"16,468",tt9420648,movie,N/A,N/A,N/A,N/A,,,0390,jpg
Rocky                                    ,2019,1h 56m  ,Action         ,Rocky is a common young man whose life turns 360 degrees and makes him a deliverer of vengeance.,N/A,08 Mar 2019,N/A,"Action, Drama, Romance",Adnan A. Shaikh,"Vihar Ghag, Aditya Halbe, Adnan A. Shaikh","Shibani Dandekar, Rahul Dev, Akshaya Hindalkar","Rocky is a young man who always gets into scuffle until his brother makes him realize his responsibilities, he finds a job in gym and meets Sanjana and both want to marry.Rocky finds that Sanjana is raped and her family has been killed and person behind this is a powerful figure Nana.Rocky is falsely framed and arrested for the same and lodged in jail where he meets Sultan who also wants to revenge on Nana for killing his wife.Sultan trains Rocky in prison to seek his revenge where they both along with a police officer Kalpana decide end terror of Nana.",Marathi,India,N/A,https://m.media-amazon.com/images/M/MV5BODEzMzFlYmUtYTNiNi00MmQ2LWEwNWEtZGU2MGIxMjA3NTkwXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_SX300.jpg,"[{""Source"": ""Internet Movie Database"", ""Value"": ""6.5/10""}]",N/A,6.5,47,tt9430578,movie,N/A,N/A,N/A,N/A,,,0391,jpg
Total Dhamaal                            ,2019,2h 7m   ,Comedy         ,"When 50 million bucks are at stake, six eccentric people will do whatever it takes, including braving the wild. Who will win this race against time?",Not Rated,22 Feb 2019,130 min,"Action, Adventure, Comedy",Indra Kumar,"Paritosh Painter, Ved Prakash, Bunty Rathore","Ajay Devgn, Anil Kapoor, Madhuri Dixit","Total Dhamaal is the third instalment in the Dhamaal franchise. A hidden booty of 50 crore leads to a mad chase amongst a bunch of greedy and eccentric characters. In them, are a bickering couple on the verge of a divorce, greedy siblings, local goons, a police commissioner and the mastermind of the loot. Will they finally discover the hidden treasure?",Hindi,India,1 win & 3 nominations,https://m.media-amazon.com/images/M/MV5BNjhkY2ViNTYtYjc3MC00OWU3LWFhYWMtMjU5ZDhjZTNkYTc3XkEyXkFqcGc@._V1_SX300.jpg,"[{""Source"": ""Internet Movie Database"", ""Value"": ""4.2/10""}, {""Source"": ""Rotten Tomatoes"", ""Value"": ""30%""}]",N/A,4.2,"8,150",tt7639372,movie,N/A,"$2,167,632",N/A,N/A,,,0392,jpg
Sotoroi September                        ,2019,1h 40m  ,Drama          ,"Amid the ever-busy lifestyle of Kolkata, Neel and Labanya’s happiness stands as a facade of a troubled marriage. Will divorce be the only way out?",,,,,,,,,,,,,,,,,,,,,,,Movie not found!,,0393,
Gang Leader                              ,2019,2h 35m  ,Comedy         ,Pencil is a budding crime novelist looking for inspiration when he crosses paths with five generations of women who come together with for vengeance.,Not Rated,13 Sep 2019,155 min,"Action, Comedy, Thriller",Vikram K. Kumar,"Vikram K. Kumar, Venkat D. Pati, Darling Swamy","Nani, Kartikeya Gummakonda, Lakshmi","A Bank Robbery of 300 Crores, 5 different age groups of women from girl child to old woman whom wants to seek-revenge, a revenge novel writer whose first original story starts with all of these and where these all leads to is what NANI'S GANGLEADER is all about.",Telugu,India,1 win & 1 nomination,https://m.media-amazon.com/images/M/MV5BZGRhYjNkNDgtMDFmYS00MjcwLWFlZDctYTk0ZjQ1ZjVhMjk5XkEyXkFqcGc@._V1_SX300.jpg,"[{""Source"": ""Internet Movie Database"", ""Value"": ""7.6/10""}]",N/A,7.6,"4,699",tt9675464,movie,N/A,N/A,N/A,N/A,,,0394,jpg
Prati Roju Pandage                       ,2019,2h 25m  ,Comedy         ,"In this celebration of life and bonding, a grandson decides to make his aging grandfather get the most out of his remaining sunset years.",,,,,,,,,,,,,,,,,,,,,,,Movie not found!,,0395,
Meeku Maathrame Cheptha                  ,2019,1h 57m  ,Drama          ,"A scandalous video of the groom-to-be, Rakesh, makes its way to a porn site just before his marriage. Will he get married peacefully or the viral fever ruin it?",,,,,,,,,,,,,,,,,,,,,,,Movie not found!,,0396,
Mohini                                   ,2019,2h 3m   ,Horror         ,"Vaishnavi and Sandeep's love life takes a spooky turn when Vaishnavi gets possessed by Mohini's spirit, who looks exactly like her. A sinister coincidence?",N/A,25 Nov 2019,67 min,Documentary,Sharmila Rajaram Shinde,Sharmila Rajaram Shinde,N/A,"'Mohini' follows Marathi Television Actress Sharmila Rajaram Shinde as she tries to satiate her curiosity about the crossdresser folk dancers of Maharashtra. After a chance encounter with a male lavni artist, Shinde takes us along on her journey of insights she gathers about the art, history and taboo surrounding the dance form. From the formation of 'Bin Baykancha Tamasha' an all-male lavni troupe to the hurdles that the homophobic Indian society creates in the artistic expression of the male lavni dancers, the film shows the glittery side of the painted faces as well as the dark side after the curtain falls in the 1 hour 7 minute documentary presentation.",English,India,N/A,https://m.media-amazon.com/images/M/MV5BYmE1YjY3NTktZmJjMC00ZTI1LWFhOTgtZGI0NTFhN2FjZjAyXkEyXkFqcGdeQXVyOTkyMDIzMjc@._V1_SX300.jpg,[],N/A,N/A,N/A,tt14145864,movie,N/A,N/A,N/A,N/A,,,0397,
Nine                                     ,2019,2h 21m  ,Thriller       ,"An astrophysicist leaves for the Himalayas with his son to research an incoming comet. However, that journey may just prove to be a costly mistake.",N/A,31 Aug 2019,99 min,Drama,Veronica McKenzie,Veronica McKenzie,"Malcolm Atobrah, Elizabeth Brace, Deborah Colphon","Marcie and Mickey Haines are 16-year-old athletic twins. They're inseparable, leaving their mother, Leonore, feeling excluded. On the day of an important race for Marcie, Michael is hit by a car and killed. The next morning she wakes to find the house full of mourners, talking about Michael in the past tense.",English,United Kingdom,1 win & 1 nomination,https://m.media-amazon.com/images/M/MV5BNGRlYjkxY2MtNWUzZi00Y2IyLTgyMGItOWRlNTk1NTM2Zjg2XkEyXkFqcGdeQXVyMzQ0NjE0MTA@._V1_SX300.jpg,"[{""Source"": ""Internet Movie Database"", ""Value"": ""5.4/10""}]",N/A,5.4,86,tt7974866,movie,N/A,N/A,N/A,N/A,,,0398,
Mission Mangal                           ,2019,2h 10m  ,Drama          ,Based on the true story of India's finest scientists who rose above hardships and failures to make us the only country to reach Mars in its first attempt.,TV-14,15 Aug 2019,130 min,"Drama, History",Jagan Shakti,"R Balki, Saketh Kondiparthi, Jagan Shakti","Akshay Kumar, Vidya Balan, Taapsee Pannu","Based on true events of the Indian Space Research Organisation (ISRO) successfully launching the Mars Orbiter Mission (Mangalyaan), making it the least expensive mission to Mars.",Hindi,India,2 wins & 16 nominations total,https://m.media-amazon.com/images/M/MV5BZTEyYTAzZWYtNTdjMi00YzJiLWE5MjctZjhmNGZiNjdlNzgwXkEyXkFqcGc@._V1_SX300.jpg,"[{""Source"": ""Internet Movie Database"", ""Value"": ""6.5/10""}, {""Source"": ""Rotten Tomatoes"", ""Value"": ""60%""}]",N/A,6.5,"18,330",tt9248972,movie,N/A,"$3,659,413",N/A,N/A,,,0399,jpg
Super 30                                 ,2019,2h 33m  ,Biopic         ,"Based on the life of ace mathematician Anand Kumar, who trained 30 underprivileged students to crack one of the toughest entrance exams in India - IIT.",Not Rated,12 Jul 2019,154 min,"Biography, Drama",Vikas Bahl,Sanjeev Dutta,"Hrithik Roshan, Mrunal Thakur, Nandish Singh Sandhu","Anand Kumar, a Mathematics genius from a modest family in Bihar who is made to believe that only a King's son can become a king is on a mission to prove that even the poor man can create some of the world's most genius minds. He starts a training program named 'Super 30' to help 30 IIT aspirants crack the entrance test and make them highly successful professionals.",Hindi,India,6 wins & 12 nominations,https://m.media-amazon.com/images/M/MV5BNTM0N2I4OTQtYmJlOC00MTUzLTlhZWMtZGIxODkxZTZkMDIyXkEyXkFqcGc@._V1_SX300.jpg,"[{""Source"": ""Internet Movie Database"", ""Value"": ""7.9/10""}, {""Source"": ""Rotten Tomatoes"", ""Value"": ""31%""}]",N/A,7.9,"38,301",tt7485048,movie,N/A,"$2,269,878",N/A,N/A,,,0400,jpg
Boomerang                                ,2019,1h 53m  ,Thriller       ,"A young man has to undergo a face transplant after being gravely injured in a fire accident. But soon, he realises that his new face has many enemies.",Not Rated,08 Mar 2019,120 min,"Action, Thriller",R. Kannan,"R. Kannan, Rajshri Sudhakar","Atharvaa Murali, Megha Akash, Indhuja Ravichandran","A guy who gets a face transplant done, following a fire accident, realises many are after his life. He sets out to find the reason for the same.",Tamil,India,N/A,https://m.media-amazon.com/images/M/MV5BMzgyMTkzOWQtMGRjMi00NWFhLWEwMWQtNDhmMzUxZDExNGI0XkEyXkFqcGdeQXVyODIwMDI1NjM@._V1_SX300.jpg,"[{""Source"": ""Internet Movie Database"", ""Value"": ""5.6/10""}]",N/A,5.6,535,tt8023700,movie,N/A,N/A,N/A,N/A,,,0401,
Angrezi Medium                           ,2020,2h 25m  ,Drama          ,"Champak, a simple Mithai-seller, will go to any lengths to fulfil daughter Tarika's dream of studying in London, triggering a chain of hilarious misadventures.",N/A,13 Mar 2020,145 min,"Comedy, Drama",Homi Adajania,"Bhavesh Mandalia, Gaurav Shukla, Sara Bodinar","Irrfan Khan, Radhika Madan, Kareena Kapoor","When his daughter decides to further her studies in London, a hardworking Rajasthani businessman does everything in his power to make her dreams come true.",Hindi,India,8 wins & 16 nominations total,https://m.media-amazon.com/images/M/MV5BMzg0NGI0MTktM2Q5NS00OWYwLThmOTUtODQ5NmYxYzE2ZDNhXkEyXkFqcGc@._V1_SX300.jpg,"[{""Source"": ""Internet Movie Database"", ""Value"": ""7.2/10""}, {""Source"": ""Rotten Tomatoes"", ""Value"": ""50%""}]",N/A,7.2,"19,196",tt8907986,movie,N/A,N/A,N/A,N/A,,,0402,jpg
Evanukku Sariyana Aalu Illai             ,2020,2h 50m  ,Action         ,Major Ajay Krishna journeys to Kurnool for a covert mission. Soon he finds himself at the centre of a scam involving a corrupt MLA and a fishy suicide,,,,,,,,,,,,,,,,,,,,,,,Movie not found!,,0403,
Lootcase                                 ,2020,2h 11m  ,Comedy         ,What will you do if you find a bag full of cash? Nandan Kumar faces a similar dilemma when a bag triggers a chain of chaos in his life. Kya iss bag mein kuch kaala hai?,N/A,31 Jul 2020,132 min,"Comedy, Crime",Rajesh A Krishnan,"Kapil Sawant, Rajesh A Krishnan","Kunal Kemmu, Rasika Dugal, Vijay Raaz","Nandan Kumar comes across a suitcase and discovers it is full of cash. He takes the suitcase and soon finds himself being chased by a notorious gangster, an honest cop and a minister, who want the suitcase at any cost.",Hindi,India,6 wins & 16 nominations,https://m.media-amazon.com/images/M/MV5BNmVkM2U1YzgtODg3Ni00ZTEzLTkxZDItZWZlYmUxOGY1MDk5XkEyXkFqcGc@._V1_SX300.jpg,"[{""Source"": ""Internet Movie Database"", ""Value"": ""7.5/10""}, {""Source"": ""Rotten Tomatoes"", ""Value"": ""50%""}]",N/A,7.5,"18,771",tt10515526,movie,N/A,N/A,N/A,N/A,,,0404,jpg
Khuda Haafiz                             ,2020,2h 13m  ,Action         ,A newly married couple's life falls in jeopardy when his wife goes missing under mysterious circumstances.,TV-MA,14 Aug 2020,133 min,"Action, Crime, Drama",Faruk Kabir,Faruk Kabir,"Vidyut Jammwal, Soham Guha Mallick, Shivaleeka Oberoi",Samir and Nargis get married but soon recession takes place globally.Sameer's IT business shuts and Nargis also looses her job they apply for a job in Noman where both get selected while Nargis has to reach first.Before Sameer could leave he gets call from Nargis that she isn't at safe place and needs help. Sameer takes the help of cops and flies to Noman where he is helped by a Pakistani Taxi driver Usman.Sameer manages to find Nargis but before he could take her he is attacked by goons where he creates havoc and gets imprisonment.,Hindi,India,1 win & 3 nominations,https://m.media-amazon.com/images/M/MV5BMmUwNjU2NTMtMTk3OS00MTljLWIxZTgtNzg5MGZiYzAyYzUwXkEyXkFqcGc@._V1_SX300.jpg,"[{""Source"": ""Internet Movie Database"", ""Value"": ""7.1/10""}, {""Source"": ""Rotten Tomatoes"", ""Value"": ""25%""}]",N/A,7.1,"21,858",tt7363104,movie,N/A,N/A,N/A,N/A,,,0405,jpg
Joy Ma Kali Boarding                     ,2020,1h 24m  ,Comedy         ,"To secure a couple-only accommodation, two desperate men hire their actor friends as their wives. But the quick solution soon snowballs into a comedy of error.",,,,,,,,,,,,,,,,,,,,,,,Movie not found!,,0406,
